id,Driving_License,Region_Code,Previously_Insured,Policy_Sales_Channel,Response,Female,Male,Age,Annual_Premium,Vintage,Vehicle_Age,No_vehicle_damage,Vehicle_Damage
71534,1,13.0,0,124.0,1,0.0,1.0,-0.05303025221374324,-0.13823106195543317,0.043654251305093025,1.0,0.0,1.0
211054,1,8.0,0,124.0,0,1.0,0.0,0.3982451940037027,2.009199108344373,-0.6256322429015628,1.0,0.0,1.0
287811,1,30.0,1,26.0,0,0.0,1.0,-1.0845169864250481,-1.6228533431482572,-1.0917424799383408,0.0,1.0,0.0
104214,1,15.0,0,152.0,0,1.0,0.0,-1.0845169864250481,-0.09419491681185418,-0.3866013521134714,0.0,0.0,1.0
77500,1,28.0,1,26.0,0,0.0,1.0,1.7520715326560403,0.37811888268326066,1.2507602497849544,1.0,1.0,0.0
153982,1,18.0,1,152.0,0,1.0,0.0,-0.955581144648635,-0.27934425002107083,-1.031984757241318,0.0,1.0,0.0
273374,1,28.0,0,26.0,0,1.0,0.0,0.8495206402211485,0.7419108891332495,0.5336675774206803,2.0,0.0,1.0
345176,1,28.0,0,158.0,1,1.0,0.0,-0.6332415402076023,-0.08937301701381058,-1.0678393908595318,0.0,0.0,1.0
77269,1,30.0,1,152.0,0,1.0,0.0,-1.0845169864250481,-0.05654924128014024,-1.175403291714173,0.0,1.0,0.0
146479,1,32.0,1,26.0,0,1.0,0.0,1.3007960864385943,0.3983940999063597,0.9400200917604357,1.0,1.0,0.0
241615,1,48.0,1,124.0,0,1.0,0.0,0.8495206402211485,-1.6228533431482572,0.07950888492330672,1.0,1.0,0.0
376965,1,45.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.5418763607121438,-0.17147355040418918,0.0,0.0,1.0
232982,1,8.0,0,124.0,0,0.0,1.0,0.011437668674463318,-0.0188454705701366,1.2507602497849544,1.0,1.0,0.0
270821,1,28.0,0,26.0,0,0.0,1.0,2.525686583314519,1.1875009066151108,1.7049189422823279,2.0,0.0,1.0
361098,1,48.0,1,26.0,0,0.0,1.0,1.1718602446621813,-1.6228533431482572,0.8802623690634128,1.0,1.0,0.0
373882,1,3.0,1,152.0,0,0.0,1.0,-1.1489849073132548,0.533349199073291,-1.4502888161204779,0.0,1.0,0.0
126275,1,28.0,0,124.0,1,0.0,1.0,0.20484143133908297,0.1369077024245009,0.7966015572875808,1.0,0.0,1.0
67084,1,50.0,0,8.0,1,1.0,0.0,1.3007960864385943,1.4062873480540532,1.3583241506395956,1.0,0.0,1.0
286673,1,50.0,1,152.0,0,0.0,1.0,-0.6332415402076023,-0.07717302957297735,-1.1634517471747683,0.0,1.0,0.0
25299,1,41.0,1,152.0,0,0.0,1.0,-0.6332415402076023,0.5815681970537271,-1.0439363017807226,0.0,1.0,0.0
9799,1,15.0,0,14.0,1,1.0,0.0,1.365264007326801,0.8273688963973718,1.370275695179,1.0,0.0,1.0
233690,1,28.0,0,52.0,1,1.0,0.0,0.011437668674463318,-1.6228533431482572,1.3583241506395956,1.0,0.0,1.0
289970,1,35.0,1,152.0,0,1.0,0.0,1.1718602446621813,-0.17320435928582176,-0.840760044610845,1.0,1.0,0.0
354494,1,3.0,0,156.0,0,1.0,0.0,0.9784564819975616,-1.6228533431482572,-0.6375837874409673,1.0,0.0,1.0
360028,1,28.0,0,26.0,1,0.0,1.0,1.365264007326801,-0.03987592511100149,0.7009892009723443,2.0,0.0,1.0
220131,1,2.0,1,152.0,0,0.0,1.0,-0.955581144648635,-0.2732442563006542,1.3105179724819773,0.0,1.0,0.0
21686,1,30.0,1,152.0,0,1.0,0.0,-1.0200490655368415,-0.14444724603242914,1.6451612195853051,0.0,1.0,0.0
204046,1,28.0,0,26.0,0,0.0,1.0,0.6561168775565288,0.7233204320805513,0.1631696966991387,1.0,0.0,1.0
11128,1,8.0,1,152.0,0,1.0,0.0,-0.375369856654776,-0.3772927206174747,-1.4980949942780963,0.0,1.0,0.0
276828,1,15.0,0,152.0,0,1.0,0.0,-1.0845169864250481,-0.08129778723154478,-1.4383372715810734,0.0,0.0,1.0
173672,1,28.0,0,124.0,1,1.0,0.0,0.3337772731154961,-0.005657865098378782,-0.6973415101379902,1.0,0.0,1.0
64689,1,45.0,0,152.0,0,0.0,1.0,-0.8911132237604285,-0.5548896806490327,-1.641513528750951,0.0,0.0,1.0
24155,1,25.0,0,154.0,0,0.0,1.0,-0.8911132237604285,-1.6228533431482572,-0.5300198865863263,0.0,0.0,1.0
162192,1,14.0,1,152.0,0,0.0,1.0,-0.955581144648635,-0.3298870551330942,-1.282967192568814,0.0,1.0,0.0
83056,1,33.0,1,152.0,0,0.0,1.0,-0.8911132237604285,0.626185293980203,-1.3546764598052414,0.0,1.0,0.0
51320,1,8.0,0,152.0,0,1.0,0.0,-1.1489849073132548,2.050330494573468,0.6292799337359168,0.0,0.0,1.0
105162,1,15.0,0,14.0,0,1.0,0.0,0.2693093522272895,0.41291789447878025,1.1312448043909087,1.0,0.0,1.0
178760,1,8.0,0,124.0,0,1.0,0.0,1.236328165550388,1.2523932207646855,1.1073417153120997,1.0,0.0,1.0
105364,1,28.0,0,124.0,1,0.0,1.0,0.20484143133908297,0.4024026672083478,1.4658880514942365,1.0,0.0,1.0
338799,1,12.0,1,152.0,0,0.0,1.0,-1.1489849073132548,0.869894566905419,-1.641513528750951,0.0,1.0,0.0
55578,1,12.0,0,152.0,1,0.0,1.0,-0.8911132237604285,0.11907248268956853,-1.617610439672142,0.0,0.0,1.0
148526,1,33.0,0,7.0,1,0.0,1.0,0.011437668674463318,-0.06723875408544173,0.5336675774206803,1.0,0.0,1.0
245758,1,28.0,0,26.0,1,0.0,1.0,0.7205847984447354,0.5515910850562512,0.3185397757113981,1.0,0.0,1.0
121067,1,48.0,1,25.0,0,0.0,1.0,0.785052719332942,-1.6228533431482572,0.41415213202663465,1.0,1.0,0.0
379156,1,3.0,0,26.0,1,0.0,1.0,-0.375369856654776,-0.583879174615584,1.071487081693886,0.0,0.0,1.0
342184,1,39.0,1,26.0,0,0.0,1.0,0.6561168775565288,-0.05898923876830688,1.5615004078094732,1.0,0.0,1.0
100707,1,8.0,1,160.0,0,0.0,1.0,-1.1489849073132548,-0.3207661121416141,-0.37464980757406685,0.0,1.0,0.0
130809,1,29.0,0,156.0,0,0.0,1.0,0.14037351045087643,-1.6228533431482572,1.3822272397184046,1.0,0.0,1.0
106173,1,28.0,0,124.0,0,0.0,1.0,0.011437668674463318,0.5517072754128306,-0.21927972856180747,1.0,0.0,1.0
140838,1,8.0,0,26.0,0,1.0,0.0,0.3982451940037027,-1.6228533431482572,-0.30294054033763945,1.0,0.0,1.0
338282,1,28.0,0,157.0,0,0.0,1.0,0.011437668674463318,-1.6228533431482572,-1.1515002026353638,1.0,0.0,1.0
11006,1,8.0,0,124.0,1,0.0,1.0,0.4627131148919092,0.7121080626706426,1.1312448043909087,1.0,0.0,1.0
319695,1,28.0,0,26.0,1,0.0,1.0,0.6561168775565288,0.7833327512537929,-0.7810023219138221,1.0,0.0,1.0
322578,1,9.0,1,152.0,0,0.0,1.0,-0.955581144648635,-0.4937154579099975,0.5814737555782986,0.0,1.0,0.0
167835,1,36.0,1,152.0,0,0.0,1.0,-0.955581144648635,0.1701962395844887,-1.4741919051992871,0.0,1.0,0.0
21033,1,28.0,0,124.0,1,1.0,0.0,-0.6332415402076023,1.09809242722729,-0.5778260647439445,0.0,0.0,1.0
230027,1,50.0,1,152.0,0,0.0,1.0,-1.1489849073132548,0.03820399451033115,0.5217160328812758,0.0,1.0,0.0
276124,1,15.0,1,152.0,0,1.0,0.0,-0.955581144648635,0.22236570968862318,0.736843834590558,0.0,1.0,0.0
378821,1,35.0,0,88.0,1,0.0,1.0,0.785052719332942,-1.6228533431482572,-1.4263857270416689,1.0,0.0,1.0
167036,1,28.0,0,26.0,1,1.0,0.0,0.07590558956266988,1.0966981429483376,-0.18342509494359377,1.0,0.0,1.0
16566,1,28.0,0,156.0,1,1.0,0.0,-0.5043056984311891,0.16630386263908,-1.3905310934234552,1.0,0.0,1.0
202865,1,41.0,0,26.0,1,0.0,1.0,1.0429244028857683,0.8151689089565386,0.7846500127481763,0.0,0.0,1.0
347767,1,28.0,0,124.0,1,1.0,0.0,0.8495206402211485,1.1014619475680916,-0.3626982630346623,1.0,0.0,1.0
40765,1,28.0,1,52.0,0,1.0,0.0,0.14037351045087643,0.37608555144312183,1.286614883403168,1.0,1.0,0.0
79896,1,30.0,1,152.0,0,0.0,1.0,-1.1489849073132548,-0.22851096901759904,-0.6973415101379902,0.0,1.0,0.0
335521,1,28.0,0,26.0,1,0.0,1.0,1.1718602446621813,-0.13451297054489353,1.5734519523488777,1.0,0.0,1.0
208245,1,28.0,1,152.0,0,1.0,0.0,-0.05303025221374324,1.8807506691458864,1.5854034968882822,1.0,1.0,0.0
82251,1,4.0,1,26.0,0,0.0,1.0,-0.05303025221374324,-0.18418434798257166,0.4739098547236575,1.0,1.0,0.0
185326,1,38.0,1,152.0,0,0.0,1.0,-0.5687736193193956,-1.6228533431482572,1.2149056161667406,0.0,1.0,0.0
222040,1,8.0,0,152.0,0,1.0,0.0,-0.8911132237604285,-1.6228533431482572,-0.3387951739558531,0.0,1.0,0.0
308459,1,41.0,1,152.0,0,1.0,0.0,-0.8266453028722219,-0.38327652398131196,0.34244286479020725,0.0,1.0,0.0
54836,1,3.0,0,152.0,0,1.0,0.0,-1.0845169864250481,0.015198303907617066,0.9161170026816264,0.0,0.0,1.0
254125,1,41.0,1,152.0,0,0.0,1.0,-1.0200490655368415,0.33292083397388805,1.2985664279425726,0.0,1.0,0.0
343170,1,18.0,1,26.0,0,1.0,0.0,1.7520715326560403,0.055806833532104805,0.41415213202663465,1.0,1.0,0.0
106898,1,8.0,0,156.0,1,1.0,0.0,0.5271810357801158,1.9263553841032868,0.5814737555782986,2.0,0.0,1.0
168712,1,15.0,0,124.0,1,1.0,0.0,0.3337772731154961,0.42674454691172453,-0.2431828176406166,1.0,0.0,1.0
132243,1,28.0,0,3.0,1,0.0,1.0,0.2693093522272895,-0.2742318743315788,0.29463668663258896,1.0,0.0,1.0
37483,1,0.0,0,26.0,0,1.0,0.0,2.0099432162088666,-1.6228533431482572,-0.4583106193498988,2.0,0.0,1.0
96648,1,41.0,0,29.0,1,0.0,1.0,0.5271810357801158,0.3452370117713007,1.286614883403168,1.0,0.0,1.0
209726,1,28.0,0,26.0,1,0.0,1.0,1.5586677699914206,1.5049329607899333,-0.004151926852525245,1.0,0.0,1.0
61598,1,45.0,1,152.0,0,0.0,1.0,-1.0200490655368415,-0.26121855439469,-0.3866013521134714,0.0,1.0,0.0
323828,1,40.0,1,26.0,0,1.0,0.0,2.3322828206498993,-0.3604451189134669,-0.2431828176406166,1.0,1.0,0.0
130226,1,28.0,0,25.0,1,1.0,0.0,-0.1174981731019498,1.5494919625381194,-0.12366737224657093,1.0,0.0,1.0
170726,1,35.0,0,26.0,0,1.0,0.0,2.1388790579852794,0.2432799738729087,0.0914604294627113,1.0,0.0,1.0
331214,1,41.0,0,152.0,1,1.0,0.0,-1.0845169864250481,0.19337621572207184,1.2746633388637636,0.0,0.0,1.0
176985,1,33.0,0,152.0,0,0.0,1.0,-0.8266453028722219,-1.6228533431482572,1.2746633388637636,0.0,0.0,1.0
46401,1,38.0,0,26.0,0,0.0,1.0,-0.375369856654776,0.014326876233271835,-0.3866013521134714,1.0,0.0,1.0
9082,1,29.0,0,157.0,1,1.0,0.0,-0.2464340148783629,-1.6228533431482572,-0.482213708428708,1.0,0.0,1.0
261646,1,47.0,0,16.0,1,1.0,0.0,0.9139885611093551,0.6296129094992942,1.537597318730664,1.0,0.0,1.0
119717,1,28.0,1,152.0,0,0.0,1.0,-1.0845169864250481,-0.10023681535398112,-1.1036940244777456,0.0,1.0,0.0
324548,1,44.0,0,152.0,0,0.0,1.0,-1.0200490655368415,0.3147370431692176,-0.14757046132538007,0.0,0.0,1.0
78763,1,26.0,0,22.0,0,1.0,0.0,2.2678148997616927,0.9898611100736124,0.6770861118935352,1.0,0.0,1.0
337722,1,3.0,0,124.0,1,0.0,1.0,1.3007960864385943,-0.5338592261081677,0.0077996176868793225,2.0,0.0,1.0
245252,1,6.0,1,152.0,0,1.0,0.0,-1.0200490655368415,0.156079111260096,0.36634595386901636,0.0,1.0,0.0
170322,1,43.0,0,156.0,0,0.0,1.0,0.5916489566683223,0.3007361052014042,0.21097587485675698,1.0,0.0,1.0
355708,1,29.0,1,152.0,0,0.0,1.0,-0.955581144648635,1.0079287105217036,0.7607469236693671,0.0,1.0,0.0
252973,1,28.0,1,29.0,0,0.0,1.0,0.4627131148919092,1.1127905073345796,-1.366628004344646,1.0,1.0,0.0
246400,1,8.0,1,152.0,0,1.0,0.0,-1.0200490655368415,0.6342605237624688,-0.06390964954954809,0.0,1.0,0.0
311516,1,46.0,0,160.0,0,0.0,1.0,-0.8911132237604285,-0.004147390462847049,-1.4144341825022642,0.0,0.0,1.0
132486,1,37.0,1,152.0,0,1.0,0.0,-0.8911132237604285,-0.04888067774590221,0.23487896393556612,0.0,1.0,0.0
15989,1,28.0,0,163.0,1,1.0,0.0,-0.4398377775429826,1.2774322426075384,0.46195831018425293,0.0,0.0,1.0
210112,1,46.0,1,152.0,0,0.0,1.0,-1.0845169864250481,-0.17715483140952012,-0.6853899655985857,0.0,1.0,0.0
111087,1,15.0,0,14.0,1,1.0,0.0,0.9784564819975616,0.11663248520140189,0.03170270676568846,1.0,0.0,1.0
92188,1,8.0,0,152.0,1,0.0,1.0,-0.05303025221374324,0.9209021334437598,1.5017426851124502,1.0,0.0,1.0
84887,1,36.0,0,26.0,1,0.0,1.0,0.14037351045087643,1.0532429495876554,-0.5539229756651354,1.0,0.0,1.0
178828,1,39.0,1,152.0,0,1.0,0.0,-1.1489849073132548,-0.07310636709269962,-0.757099232835013,0.0,1.0,0.0
290026,1,14.0,1,26.0,0,1.0,0.0,-0.4398377775429826,-1.6228533431482572,0.82050464636639,0.0,1.0,0.0
295450,1,29.0,0,157.0,0,1.0,0.0,-0.5687736193193956,-1.6228533431482572,1.6571127641247096,1.0,0.0,1.0
143940,1,28.0,0,124.0,1,0.0,1.0,0.07590558956266988,0.40507504540967315,-0.19537663948299833,1.0,0.0,1.0
141977,1,28.0,0,124.0,0,1.0,0.0,0.785052719332942,-1.6228533431482572,1.5615004078094732,1.0,0.0,1.0
215308,1,43.0,1,160.0,0,1.0,0.0,-1.1489849073132548,0.10187630991582265,0.24683050847497068,0.0,1.0,0.0
110938,1,28.0,0,26.0,1,0.0,1.0,0.785052719332942,1.4835539351793303,0.17512124123854328,1.0,0.0,1.0
10943,1,45.0,0,124.0,1,1.0,0.0,-0.4398377775429826,0.05476112032289052,-1.6654166178297602,1.0,0.0,1.0
341718,1,43.0,1,160.0,0,1.0,0.0,-1.0845169864250481,0.3106703806889399,1.0834386262332905,0.0,1.0,0.0
297721,1,44.0,1,152.0,0,1.0,0.0,-0.8266453028722219,0.7651489604491224,1.2149056161667406,0.0,1.0,0.0
231739,1,6.0,1,124.0,0,0.0,1.0,0.20484143133908297,-0.2437900009077854,0.3782974984084209,1.0,1.0,0.0
90051,1,6.0,1,152.0,0,1.0,0.0,-0.7621773819840153,-1.6228533431482572,-0.23123127310121203,0.0,1.0,0.0
237098,1,28.0,0,157.0,0,0.0,1.0,0.20484143133908297,-1.6228533431482572,-0.6375837874409673,1.0,0.0,1.0
333749,1,36.0,0,124.0,1,0.0,1.0,0.20484143133908297,0.16200481944564354,0.3185397757113981,1.0,0.0,1.0
134947,1,50.0,1,152.0,0,0.0,1.0,-1.0200490655368415,0.020020203705660673,1.3105179724819773,0.0,1.0,0.0
296452,1,28.0,1,26.0,0,1.0,0.0,2.0099432162088666,0.44155881737559344,1.7049189422823279,1.0,1.0,0.0
5675,1,28.0,0,152.0,1,1.0,0.0,-0.7621773819840153,0.32025608510673736,1.728822031361137,0.0,0.0,1.0
331007,1,8.0,0,156.0,0,0.0,1.0,0.14037351045087643,1.3210617215030898,0.7966015572875808,1.0,1.0,0.0
310803,1,6.0,1,152.0,0,0.0,1.0,-0.955581144648635,-0.5052763983896442,-1.3546764598052414,0.0,1.0,0.0
84416,1,50.0,1,152.0,0,0.0,1.0,-0.6332415402076023,-1.6228533431482572,-0.30294054033763945,0.0,1.0,0.0
88503,1,28.0,0,26.0,0,0.0,1.0,1.236328165550388,1.09077243476279,-0.14757046132538007,2.0,0.0,1.0
50091,1,28.0,0,152.0,0,0.0,1.0,-0.8266453028722219,0.5137130288113785,-1.641513528750951,0.0,0.0,1.0
332726,1,46.0,0,11.0,0,1.0,0.0,0.2693093522272895,0.3701017480792846,-0.4105044411922806,1.0,0.0,1.0
113813,1,37.0,1,152.0,0,0.0,1.0,-0.8266453028722219,-0.3617813080141296,0.7487953791299625,0.0,1.0,0.0
230424,1,28.0,1,124.0,0,0.0,1.0,0.2693093522272895,0.2782532712032973,-1.1395486580959593,1.0,1.0,0.0
38603,1,49.0,1,152.0,0,1.0,0.0,-0.8266453028722219,-0.16129484773643693,-1.4502888161204779,0.0,1.0,0.0
9659,1,47.0,0,151.0,0,0.0,1.0,-1.0200490655368415,0.30549990982115816,-1.4024826379628597,0.0,1.0,0.0
155149,1,0.0,0,26.0,1,0.0,1.0,1.4297319282150076,-1.6228533431482572,-1.6534650732903555,1.0,0.0,1.0
353452,1,29.0,1,152.0,0,0.0,1.0,-0.6332415402076023,0.5919672339675802,-1.0558878463201273,0.0,1.0,0.0
325617,1,28.0,0,124.0,0,1.0,0.0,-1.0200490655368415,0.5632682158924773,-0.8049054109926314,0.0,0.0,1.0
56926,1,33.0,1,124.0,0,0.0,1.0,0.5916489566683223,0.35981890152201085,1.4061303287972138,1.0,1.0,0.0
378594,1,28.0,0,26.0,0,0.0,1.0,2.4612186624263126,0.3792226910707646,-1.3188218261870277,1.0,0.0,1.0
149479,1,3.0,0,152.0,0,1.0,0.0,-0.8911132237604285,-0.5629068152530088,-0.757099232835013,0.0,0.0,1.0
56292,1,50.0,0,26.0,0,1.0,0.0,1.816539453544247,0.4061207586188874,-1.3546764598052414,1.0,0.0,1.0
274528,1,37.0,0,151.0,0,1.0,0.0,-0.8911132237604285,0.6612747816671709,1.3583241506395956,0.0,1.0,0.0
309318,1,28.0,0,26.0,0,0.0,1.0,0.3982451940037027,0.9243878441411408,-0.7212445992167993,1.0,0.0,1.0
346598,1,30.0,0,124.0,0,0.0,1.0,0.3337772731154961,-1.6228533431482572,-1.2949187371082185,2.0,0.0,1.0
368734,1,36.0,0,14.0,0,0.0,1.0,0.5916489566683223,-1.6228533431482572,0.8802623690634128,1.0,0.0,1.0
341292,1,28.0,0,124.0,0,0.0,1.0,-0.31090193576656944,1.0427858174955127,1.2507602497849544,2.0,0.0,1.0
